Date Time,High,Open,Low,Close,Volume,Adj Close
2018-05-29 08:00:00,522.0,511.5,511.5,519.43,5438.21434999999,519.43
2018-05-29 09:00:00,522.0,519.95,510.0,521.34,7602.53854999999,521.34
2018-05-29 10:00:00,521.61,520.95,516.43,520.4,6290.00824999999,520.4
2018-05-29 11:00:00,526.0,520.43,519.5,525.22,5944.67392000002,525.22
2018-05-29 12:00:00,529.16,525.48,523.53,526.34,5151.61446000001,526.34
2018-05-29 13:00:00,527.46,526.42,513.58,520.6,8371.67115999994,520.6
2018-05-29 14:00:00,524.4,520.63,517.38,518.86,5659.84547999998,518.86
2018-05-29 15:00:00,523.84,518.54,518.05,523.24,5232.9153,523.24
2018-05-29 16:00:00,523.47,523.25,517.55,520.86,4520.65892000001,520.86
2018-05-29 17:00:00,523.65,521.29,519.12,523.59,4397.86157999999,523.59
2018-05-29 18:00:00,532.68,523.58,520.51,532.68,7128.19566,532.68
2018-05-29 19:00:00,556.47,532.69,532.34,552.9,23962.7130100002,552.9
2018-05-29 20:00:00,565.43,553.69,548.78,557.99,15514.2651099998,557.99
2018-05-29 21:00:00,572.25,557.71,557.71,567.07,13724.8407399999,567.07
2018-05-29 22:00:00,569.4,566.64,555.89,557.16,9156.47789999997,557.16
2018-05-29 23:00:00,557.89,557.16,548.04,555.03,9698.15363999999,555.03
2018-05-30 00:00:00,560.85,555.2,554.8,559.1,5552.09502000002,559.1
2018-05-30 01:00:00,566.3,559.1,554.44,565.51,7309.65106000004,565.51
2018-05-30 02:00:00,572.55,565.51,563.48,564.99,8820.32966,564.99
2018-05-30 03:00:00,568.0,564.86,562.52,564.96,4347.15270000001,564.96
2018-05-30 04:00:00,573.43,564.96,563.95,569.55,7328.84330000008,569.55
2018-05-30 05:00:00,570.7,569.58,564.73,568.87,4227.56388000001,568.87
2018-05-30 06:00:00,569.28,568.87,557.83,559.27,9274.75543999992,559.27
2018-05-30 07:00:00,567.63,559.17,557.32,567.36,4090.86040000001,567.36
2018-05-30 08:00:00,576.1,567.09,563.5,573.97,4945.01617000002,573.97
2018-05-30 09:00:00,585.83,574.49,573.97,579.04,8968.72422999997,579.04
2018-05-30 10:00:00,583.5,579.16,572.4,573.89,6610.94795000001,573.89
2018-05-30 11:00:00,574.07,573.89,564.69,568.97,6769.82237999999,568.97
2018-05-30 12:00:00,573.8,568.93,566.52,571.99,5640.12154,571.99
2018-05-30 13:00:00,573.39,571.75,569.0,570.22,4403.83592,570.22
2018-05-30 14:00:00,573.99,570.22,555.28,559.77,10759.0976600001,559.77
2018-05-30 15:00:00,566.91,560.0,559.02,565.58,4370.81216000001,565.58
2018-05-30 16:00:00,567.59,565.58,558.15,560.98,4120.21647000001,560.98
2018-05-30 17:00:00,566.95,560.98,559.02,565.66,2979.53415,565.66
2018-05-30 18:00:00,571.88,565.65,564.22,570.2,3441.71365,570.2
2018-05-30 19:00:00,576.27,570.58,568.69,570.82,3581.80289999998,570.82
2018-05-30 20:00:00,573.02,571.0,568.0,569.38,2760.76351,569.38
2018-05-30 21:00:00,570.0,569.38,562.01,567.31,3659.00709000001,567.31
2018-05-30 22:00:00,569.61,567.31,551.33,553.5,7386.49013000002,553.5
2018-05-30 23:00:00,557.28,553.5,542.56,548.78,14198.79072,548.78
2018-05-31 00:00:00,552.0,548.77,542.87,544.29,6953.91030999999,544.29
2018-05-31 01:00:00,549.7,544.46,541.2,549.4,6253.56438,549.4
2018-05-31 02:00:00,550.66,549.4,545.9,547.24,1902.8748,547.24
2018-05-31 03:00:00,549.13,546.78,545.95,549.0,1380.61209,549.0
2018-05-31 04:00:00,554.14,548.55,547.53,549.84,2435.00612999999,549.84
2018-05-31 05:00:00,553.81,549.84,547.29,553.81,1951.27071,553.81
2018-05-31 06:00:00,553.23,549.88,545.24,552.0,2576.66526,552.0
2018-05-31 07:00:00,563.0,552.0,550.79,557.19,4081.66979000001,557.19
2018-05-31 08:00:00,562.0,557.87,552.98,560.55,3480.45220000001,560.55
2018-05-31 09:00:00,562.88,561.28,555.31,556.24,4946.40564999999,556.24
2018-05-31 10:00:00,559.9,555.89,555.0,559.84,2365.58205999999,559.84
2018-05-31 11:00:00,567.0,559.84,559.05,562.61,4447.025,562.61
2018-05-31 12:00:00,571.0,563.05,561.6,570.56,3824.67960000001,570.56
