Date Time,High,Open,Low,Close,Volume,Adj Close
2018-07-29 08:00:00,8243.33,8225.04,8216.97,8232.05,200.344695,8232.05
2018-07-29 08:05:00,8268.0,8232.97,8231.0,8267.95,251.898716,8267.95
2018-07-29 08:10:00,8287.36,8267.95,8239.01,8263.01,344.537999,8263.01
2018-07-29 08:15:00,8288.0,8263.0,8261.32,8262.0,231.478397,8262.0
2018-07-29 08:20:00,8279.52,8260.69,8260.0,8261.71,84.7589549999998,8261.71
2018-07-29 08:25:00,8289.0,8261.71,8251.93,8253.36,262.480988,8253.36
2018-07-29 08:30:00,8276.98,8254.0,8252.24,8267.62,135.947217,8267.62
2018-07-29 08:35:00,8271.0,8267.62,8261.76,8264.9,66.336118,8264.9
2018-07-29 08:40:00,8271.0,8264.89,8263.05,8269.0,102.719413,8269.0
2018-07-29 08:45:00,8270.0,8269.0,8258.58,8261.01,64.142409,8261.01
2018-07-29 08:50:00,8270.0,8261.0,8255.88,8259.99,98.5250919999999,8259.99
2018-07-29 08:55:00,8261.95,8256.47,8240.0,8243.25,84.325419,8243.25
2018-07-29 09:00:00,8246.0,8245.99,8216.67,8225.53,146.278935999999,8225.53
2018-07-29 09:05:00,8251.21,8228.0,8228.0,8241.0,55.427627,8241.0
2018-07-29 09:10:00,8246.0,8241.74,8233.27,8233.28,54.389919,8233.28
2018-07-29 09:15:00,8236.22,8233.28,8232.0,8234.02,109.508083,8234.02
2018-07-29 09:20:00,8249.78,8235.01,8232.69,8241.79,71.892364,8241.79
2018-07-29 09:25:00,8244.55,8241.78,8236.18,8240.05,22.470942,8240.05
2018-07-29 09:30:00,8252.84,8241.77,8240.1,8247.0,47.4336079999999,8247.0
2018-07-29 09:35:00,8249.93,8248.44,8242.4,8242.85,57.686932,8242.85
2018-07-29 09:40:00,8249.0,8242.84,8242.45,8248.81,86.200144,8248.81
2018-07-29 09:45:00,8252.83,8248.82,8245.0,8249.45,58.4320369999999,8249.45
2018-07-29 09:50:00,8266.0,8249.45,8249.44,8259.02,66.680289,8259.02
2018-07-29 09:55:00,8273.0,8259.03,8259.03,8266.21,86.3808309999999,8266.21
2018-07-29 10:00:00,8294.51,8266.2,8260.19,8268.18,139.259452,8268.18
2018-07-29 10:05:00,8273.0,8266.88,8266.5,8272.06,86.599541,8272.06
2018-07-29 10:10:00,8283.0,8272.05,8271.1,8280.03,155.445425,8280.03
2018-07-29 10:15:00,8294.51,8280.02,8277.32,8277.32,131.04349,8277.32
2018-07-29 10:20:00,8280.04,8276.07,8259.14,8260.95,153.141929,8260.95
2018-07-29 10:25:00,8264.5,8260.95,8238.0,8255.95,93.0921319999999,8255.95
2018-07-29 10:30:00,8259.52,8255.95,8245.58,8249.3,83.301781,8249.3
2018-07-29 10:35:00,8249.29,8249.29,8242.8,8244.99,199.916102,8244.99
2018-07-29 10:40:00,8246.29,8245.0,8236.17,8241.19,148.821339,8241.19
2018-07-29 10:45:00,8249.0,8241.57,8241.17,8248.88,77.680483,8248.88
2018-07-29 10:50:00,8252.0,8247.78,8247.52,8248.84,122.738673,8248.84
2018-07-29 10:55:00,8248.71,8247.45,8238.2,8241.89,131.64979,8241.89
2018-07-29 11:00:00,8251.99,8241.87,8238.49,8238.99,107.734434,8238.99
2018-07-29 11:05:00,8247.52,8238.99,8238.5,8247.49,85.1204579999999,8247.49
2018-07-29 11:10:00,8247.37,8242.49,8239.96,8245.34,89.747414,8245.34
2018-07-29 11:15:00,8245.35,8245.35,8236.5,8240.45,106.469131,8240.45
2018-07-29 11:20:00,8245.75,8240.45,8240.44,8245.73,42.028027,8245.73
2018-07-29 11:25:00,8253.52,8245.72,8245.0,8247.08,107.252583,8247.08
2018-07-29 11:30:00,8247.09,8247.08,8236.6,8237.0,145.375845,8237.0
2018-07-29 11:35:00,8239.9,8236.99,8223.0,8225.52,113.138616,8225.52
2018-07-29 11:40:00,8239.85,8229.98,8223.6,8237.81,81.358719,8237.81
2018-07-29 11:45:00,8237.81,8234.4,8223.01,8223.62,51.044238,8223.62
2018-07-29 11:50:00,8237.99,8223.62,8220.0,8233.79,50.5674540000001,8233.79
2018-07-29 11:55:00,8240.45,8235.37,8229.36,8240.44,37.536587,8240.44
2018-07-29 12:00:00,8245.1,8240.03,8237.63,8239.52,48.7299679999999,8239.52
2018-07-29 12:05:00,8240.9,8239.3,8229.41,8235.86,39.739656,8235.86
2018-07-29 12:10:00,8239.81,8238.1,8226.0,8229.88,59.941766,8229.88
2018-07-29 12:15:00,8232.79,8229.9,8226.0,8226.0,49.432936,8226.0
2018-07-29 12:20:00,8226.01,8226.01,8218.22,8221.97,69.801746,8221.97
2018-07-29 12:25:00,8224.25,8224.25,8180.0,8196.39,267.08869,8196.39
2018-07-29 12:30:00,8226.8,8196.38,8196.38,8206.57,97.7880319999999,8206.57
2018-07-29 12:35:00,8210.0,8210.0,8197.34,8206.82,143.735038,8206.82
2018-07-29 12:40:00,8209.97,8208.9,8190.0,8200.0,69.943828,8200.0
2018-07-29 12:45:00,8210.12,8199.97,8197.97,8200.97,144.748855,8200.97
2018-07-29 12:50:00,8200.0,8199.99,8181.43,8198.12,101.512273,8198.12
2018-07-29 12:55:00,8200.0,8198.55,8184.9,8200.0,96.8504659999999,8200.0
2018-07-29 13:00:00,8206.11,8200.0,8192.23,8198.93,63.797332,8198.93
2018-07-29 13:05:00,8205.0,8196.15,8194.38,8197.22,48.944446,8197.22
2018-07-29 13:10:00,8199.6,8198.41,8192.69,8193.21,46.1555940000001,8193.21
