Date Time,High,Open,Low,Close,Volume,Adj Close
2018-06-01 15:05:00,12.318,12.25,12.25,12.318,38779.68626,12.318
2018-06-01 15:10:00,12.342,12.318,12.257,12.28,46928.348857,12.28
2018-06-01 15:15:00,12.307,12.278,12.269,12.297,11424.972858,12.297
2018-06-01 15:20:00,12.3,12.297,12.265,12.272,21197.859021,12.272
2018-06-01 15:25:00,12.304,12.273,12.273,12.304,31401.87368,12.304
2018-06-01 15:30:00,12.304,12.302,12.21,12.244,34980.304135,12.244
2018-06-01 15:35:00,12.269,12.237,12.237,12.268,14115.330357,12.268
2018-06-01 15:40:00,12.294,12.268,12.267,12.288,18926.553654,12.288
2018-06-01 15:45:00,12.296,12.292,12.251,12.269,13472.344502,12.269
2018-06-01 15:50:00,12.279,12.269,12.265,12.276,5826.778603,12.276
2018-06-01 15:55:00,12.286,12.276,12.23,12.271,105149.776274,12.271
2018-06-01 16:00:00,12.27,12.27,12.167,12.17,27738.499314,12.17
